Task_name,Participant #,Absorption_response,Other_response,Problem_response,Words_response,Sounds_response,Images_response,Past_response,Distracting_response,Focus_response,Intrusive_response,Deliberate_response,Detailed_response,Future_response,Emotion_response,Self_response,Knowledge_response
Movie Task-c4,subject_2,-13,145.716387,8.3,10,4.5,8.6,9.7,8.7,8.8,9.3,9,1,1.9,9,9.6,10
Movie Task-c4,subject_2,-13,99.8636463,9,7.6,2,7.5,7,6.2,9.5,9,8.7,7,2.1,6.8,3.9,3.7
Movie Task-c4,subject_2,-13,7.3689814,2,1.4,2.7,9.7,1.5,1.2,1.9,1,1.5,6,9.6,5.1,1.2,2.8
Movie Task-summer,subject_2,-14,148.9893092,1,5.5,1,1.9,5,6,1.4,1,9.1,1.1,5,5.2,1.6,7
Movie Task-summer,subject_2,-14,72.3079057,1,2,2,4.2,7.4,6,2,1,9.2,1.4,5.1,5,1.3,5.7
Movie Task-summer,subject_2,-14,222.6275242,1,7.1,2.3,8,7.1,4,6.6,1,10,2.8,3.2,7.3,1.8,8.2
Movie Task-summer,subject_2,-14,67.570507,1,8,2.3,4,6.8,5.5,2.1,1,10,3.1,4.5,6.1,2,5.9
Movie Task-summer,subject_2,-14,127.317107,4.4,7.3,2.9,3.7,2.6,6.7,2.6,1,10,4.4,5.6,5,1.9,6
Movie Task-summer,subject_2,-14,7.2638714,1,4.4,2.8,5.7,7.5,4,4.5,1,10,2.9,5.7,5,3.4,4.2
Movie Task-lms,subject_2,-7,134.1268972,1,3.3,2.4,4.4,4.6,6.4,1.8,1.9,9.6,3.2,5,7.3,5.7,5
Movie Task-lms,subject_2,-7,128.46941,1.5,4.7,2.5,4,7,5,5.7,1,9.4,3,6,4.9,2.3,5
Movie Task-lms,subject_2,-7,112.9395019,1.3,7,5.9,8,7.5,4.4,4.7,2,10,3.1,4.8,3,2.9,5
Movie Task-lms,subject_2,-7,235.4543361,2,4,4,7,5.8,7,2,2,8.8,3.5,4.4,4.2,2.6,5
Movie Task-lms,subject_2,-7,62.0655771,1.9,5,3.9,5.1,6.9,4.5,3.6,1.7,9.2,2.4,5,5.3,3.2,5
Movie Task-lms,subject_2,-7,4.7420014,1.9,4.2,4.4,7.7,7,6.1,2.7,1.7,9.9,3.1,5,4,3.2,6
Movie Task-summer,subject_3,-6,149.1705434,4.1,6.9,5,6.6,2.8,6.8,4,1.8,7.5,1.5,2.4,4.5,4.5,9
Movie Task-summer,subject_3,-6,206.6636189,9,7.6,4.2,2.8,9,7.7,3.5,1.6,6.2,1.8,3,3.5,3.3,10
Movie Task-summer,subject_3,-6,86.1840714,7.1,6.1,4.6,4.6,4.6,8.2,6.5,1.5,5.9,2.2,2.8,2.3,2.9,8.7
Movie Task-summer,subject_3,-6,72.1914727,3.3,6.1,3.6,3,2.9,7.8,3,1,4.3,2.4,2,2.7,7.1,7.9
Movie Task-summer,subject_3,-6,174.338411,7.2,7.5,6.5,4.2,7.3,7.2,6.9,2,3.5,2.1,2.2,3,7.6,7
Movie Task-summer,subject_3,-6,6.2757057,2.8,3.9,4.2,3.2,3.5,3,3.7,2,3.6,1.9,2.3,2.6,2.3,7
Movie Task-lms,subject_3,8,204.747809,2.8,8.7,4.4,2.6,4,3,3,1.6,4,2,4,6.5,7.4,7.1
Movie Task-lms,subject_3,8,97.9102465,6.7,7.6,7.8,3.5,2.8,7.7,3.2,1.9,7.3,3.5,3.9,7.8,3.2,7
Movie Task-lms,subject_3,8,83.2831824,7.3,4,7,3.2,3.4,4,2.2,2,4.4,3.4,4.6,8.1,6.5,8.6
Movie Task-lms,subject_3,8,188.1830482,7,4.2,6.4,5.6,3,7.4,3,2.4,3.8,2.5,3,7.2,6.5,7.8
Movie Task-lms,subject_3,8,128.235064,7.5,3.9,3.2,3.9,4,7.1,5.1,2.2,7.2,2.8,3.5,4.4,6,8.2
Movie Task-lms,subject_3,8,3.9278859,7.6,4,2,3,3.2,3.6,3,2.3,4.4,3.7,2.4,8,3.6,8
Movie Task-c4,subject_3,-7,130.038514,1.6,2.1,2.5,2.1,4,2.3,2.6,1.7,2.7,1.1,2,1.7,2.1,7.1
Movie Task-c4,subject_3,-7,144.2821249,3.1,1.8,3,2.8,1,2,2.6,1.3,4,1.3,2.4,2,2.3,4.6
Movie Task-c4,subject_3,-7,128.2518527,7.7,4.1,6.5,2.2,2,3.5,2.4,2.4,5,2.8,3.7,2.5,3.9,6.8
Movie Task-c4,subject_3,-7,112.6885226,7.4,2,3.8,3.1,2.7,3,3,3.5,2,2.2,3,2.7,3.2,6.8
Movie Task-c4,subject_3,-7,142.8128014,2,2.7,3.8,2.9,2.5,2,3.6,2,1.9,3.1,1.8,3,4,6.3
Movie Task-c4,subject_3,-7,4.3050315,3,2.9,7,1.6,4.4,6,2.2,1.9,7,2.4,3.5,7.6,3.3,6.2
Movie Task-lms,subject_4,-10,108.077362,1,1.6,1,6.8,6.7,5.7,1,1,1,1,2,2.3,1,5.9
Movie Task-lms,subject_4,-10,188.3663239,1.6,3.6,4.6,6.2,5.9,6.2,6,1,1,1,2.4,4.1,1,4.1
Movie Task-lms,subject_4,-10,157.8083343,1,4.1,7.3,1,5.6,6,5.9,1,1,1,1,1,1,7.1
Movie Task-lms,subject_4,-10,128.2506538,1,1.8,1,3.3,7,2.5,1,1,1.1,1,1,2.7,1,5.2
Movie Task-lms,subject_4,-10,113.7060366,1,2.2,1,8,5.7,5,1,1.2,1,1,6.3,1,1,5.3
Movie Task-lms,subject_4,-10,4.720229,1,1,1.1,5.3,6,1,1.2,1,1,1,1,1,1,4.7
Movie Task-c4,subject_4,-9,195.448016,1,1,1,6.2,6,6.3,1,1,1.9,1,1,2.7,1,4.1
Movie Task-c4,subject_4,-9,158.425148,1,5.3,1,5,5.6,1,2,1,1,1,1,3.3,1,4.4
Movie Task-c4,subject_4,-9,112.838933,1,1,1.3,6,1,6.2,2.3,1,1,1,1,2.1,1,4.5
Movie Task-c4,subject_4,-9,133.822196,1,5.8,2.7,1,2.3,6.5,5,1,1,1,1,2.1,1,3.7
Movie Task-c4,subject_4,-9,131.520003,1,3.4,2.1,3,1,1,1,4.1,1,1,2.5,1,1,2.5
Movie Task-c4,subject_4,-9,5.908037,1,5.5,5.1,7.1,6.2,1,2.3,1,1,1,5.6,1,1,2.3
Movie Task-summer,subject_5,-8,151.1588342,3,9.8,2.4,3.3,7.1,7.6,3.7,3.2,2.3,4.4,7.4,4.9,4.7,8
Movie Task-summer,subject_5,-8,121.1955208,7.8,10,3.4,7.6,7.3,8.5,2.1,4.4,3.8,3.8,9.7,7.6,10,10
Movie Task-summer,subject_5,-8,149.752497,7.9,9.6,3.4,7.5,4,8.3,3.7,7.2,6,8,7.7,5.6,4,9
Movie Task-summer,subject_5,-8,129.1024593,6,9,3.6,6.8,9,8,3.7,3.9,3.6,6,9.2,5,8.4,9
Movie Task-summer,subject_5,-8,99.6277346,8,10,2,6,7,9,4,3.6,6.3,6,8.5,8.6,10,8.3
Movie Task-summer,subject_5,-8,4.7796595,2,3.8,3.4,5,2,8.1,7,7.2,7.5,3,7.5,4.3,10,6.3
Movie Task-c4,subject_5,12,119.828197,9.1,3,3,2.7,4,7.9,4,8.6,8.5,9,7.7,4.1,2.7,6.7
Movie Task-c4,subject_5,12,113.5568171,6,2.8,3.1,8,1.2,6.3,2.7,7.4,7.4,4.4,9,6.5,7,5
Movie Task-c4,subject_5,12,128.8182086,7.6,5.3,4.4,3.4,3.5,4.2,3.4,9,6.5,6.9,5.5,3,4.2,2.8
Movie Task-c4,subject_5,12,142.5961719,7.7,4.8,5.1,7,6.9,2,2.4,6.6,7.3,2.7,2,3,6.6,7
Movie Task-c4,subject_5,12,157.6917455,10,3,3,2,3.7,3.1,1,9,9,2,7,2.5,3.2,7.8
Movie Task-c4,subject_5,12,4.2760054,8.9,3.2,3,3,2,3.5,2,8.6,8,6.2,2,3.4,3.9,4.4
Movie Task-lms,subject_5,9,175.2422024,2.8,2.5,3.9,3,7.8,5.5,2.3,1.4,3.7,2.5,3.8,4,3,4.9
Movie Task-lms,subject_5,9,112.3058014,3.5,3.7,2.4,3,3.2,2,2.1,3.2,5.7,2.2,3.1,3.3,3.9,3
Movie Task-lms,subject_5,9,100.9464389,7.4,5.7,7.6,4.9,3,3,6,4,7.7,3.5,5.2,3.3,4,4
Movie Task-lms,subject_5,9,146.6497723,7.5,4.2,3.3,2.8,2.3,4,5.5,6,7.4,3,7.8,5.2,4.2,6.8
Movie Task-lms,subject_5,9,99.562708,7,3.1,5.1,4.5,2.8,3,4.9,4.7,6.9,4.9,4.3,3,3.9,4.2
Movie Task-lms,subject_5,9,4.0612331,8,4,2.9,3.8,4.2,2.8,6.8,5.4,7.5,5,1.8,6.3,3.5,6.2
Movie Task-c4,subject_6,-10,226.2396761,2.9,2.7,7.5,7.2,7.9,9,6.6,2.5,2.3,2,7,8,7.7,6.9
Movie Task-c4,subject_6,-10,118.1263716,1.9,2.9,6.6,9.7,4.6,8.5,7.4,3.2,1.3,1.7,7.5,7.7,7.6,6.2
Movie Task-c4,subject_6,-10,155.7566849,2,5.4,3.4,9.7,8.9,4.4,7.1,3.8,2.3,2.5,5.5,8.4,6.1,3.9
Movie Task-c4,subject_6,-10,101.5807404,2.1,2.1,1.1,7,5.1,8.1,1.8,1.7,2.1,1.5,5.8,4,1.5,5
Movie Task-c4,subject_6,-10,162.6455879,8,4,1.3,7.7,8,8.5,2.6,7,8.1,8.4,6.5,2.7,5.9,5.2
Movie Task-c4,subject_6,-10,11.4685122,4.8,1.7,4.2,8.8,8.7,2.4,9.2,7,6.5,3.8,4.5,5.2,7.8,3.9
Movie Task-summer,subject_6,13,146.1175998,4,8.3,1.5,8,7.1,8.6,9.3,2.7,3.2,3.1,7.9,6.3,8.9,9.4
Movie Task-summer,subject_6,13,130.2198435,8.7,8.5,2,7.6,6.4,7.5,9,8.1,8,6.3,5,4.3,7.5,8.6
Movie Task-summer,subject_6,13,115.4414633,5.9,9.1,2.9,9.2,8,9,3.2,5.5,4.6,2.1,9.8,9,9,9
Movie Task-summer,subject_6,13,190.6007689,8,6.8,2.2,7.6,6.4,8.8,4.1,8.6,9.2,6,7.5,8,7.6,7
Movie Task-summer,subject_6,13,63.1318981,8.5,7.3,2.6,7.4,6.8,7.2,4,7.6,7.2,4.5,4.2,3.9,8,3.9
Movie Task-summer,subject_6,13,8.4638146,9.3,8,2.9,8.1,8.1,7.9,7,6.3,7.5,3.8,8.9,5.3,7.2,3.8
Movie Task-lms,subject_6,-7,86.5050021,2.8,4.3,3.3,8.3,4.3,4.7,3.2,2.5,2.8,2.7,4,6.8,3,8.8
Movie Task-lms,subject_6,-7,143.4310079,2.3,7,6,4,2.9,7.7,6.5,2.8,3.8,2.8,8.4,3,6,3
Movie Task-lms,subject_6,-7,156.4253799,5.7,5,8.3,5.7,7.1,7.2,5.2,2,2.4,3.3,8,5.2,5.5,8
Movie Task-lms,subject_6,-7,96.3750162,4.9,2,3,7,8,8,3.7,3.3,3.5,2.9,6,3,5,8.2
Movie Task-lms,subject_6,-7,171.6876157,7,6.9,3,7.5,8.6,7,6.5,4,5,3,10,5.4,5.8,7.8
Movie Task-lms,subject_6,-7,6.5291902,8.1,5.9,4,7.3,8.3,7.8,4,7.6,9.2,6.4,3,5.9,4.3,8
Movie Task-lms,subject_7,-14,220.6856547,7.9,6.6,3.3,9.4,2.9,1.4,7,4.2,4.2,6.4,7.3,4.2,2.9,1.9
Movie Task-lms,subject_7,-14,146.1315759,6.8,4.3,4,10,2.5,2,3.1,6.8,8.6,7.7,3.6,5.9,4.4,2.5
Movie Task-lms,subject_7,-14,168.5657083,6.9,3.4,8,9.7,3,2,3,7.2,9,9,5.4,6.4,8.7,5.2
Movie Task-lms,subject_7,-14,103.5992926,4.2,6.5,3.3,10,3,1.2,3.4,4,3.5,4.6,3.7,6,2.6,7.4
Movie Task-lms,subject_7,-14,191.551142,2.4,4.1,3.1,8.8,1.6,2,3.1,2.7,3.5,3.6,2.5,4,3.5,7.2
Movie Task-lms,subject_7,-14,21.6152228,3.7,2.9,2.7,9.3,1.6,2.3,3.4,4.4,3.3,4.8,1.7,5.1,2.1,6.5
Movie Task-c4,subject_7,5,182.7934258,3,2,2.2,8,1.6,2,2.8,3.5,6.7,6.3,2.2,6.4,3.1,8
Movie Task-c4,subject_7,5,98.4280927,2.3,1.6,1.4,9.1,2.4,1.6,2.1,2,3.1,6.9,2,7.1,2.8,6.9
Movie Task-c4,subject_7,5,87.4851404,2.6,2.8,2.9,8,1,2,2.9,2,2.8,7.1,3.3,6.2,2.2,7.8
Movie Task-c4,subject_7,5,189.1325898,8.8,2.7,5.9,9.3,1.4,2.1,3.7,8.9,7.9,9.5,2.4,7,6.6,6
Movie Task-c4,subject_7,5,132.754456,2.8,1.6,2.8,8,1.3,1.9,1,3.2,3.6,7.2,3.2,5.5,1.3,6.2
Movie Task-c4,subject_7,5,8.1918065,7.7,1.4,3.2,5.6,2,2,2.3,7.7,7.6,5.7,6.2,7,2.1,4.3
Movie Task-summer,subject_7,7,87.7472871,3.5,1.9,2.1,6.7,2.2,2.8,3,7,3,7.6,3.5,6,2.3,7
Movie Task-summer,subject_7,7,143.6633445,3.5,2.1,4.4,6,5.8,5.8,7.4,4.2,1.9,5.9,6,2.7,3.1,7.5
Movie Task-summer,subject_7,7,157.7572855,8,7.8,2.7,3.9,3,2.7,3.4,8.1,6.4,7.8,4,6.1,7.4,7.4
Movie Task-summer,subject_7,7,100.612109,5.6,3.5,7.1,6.8,3.7,3.7,3.5,7.6,6.9,8.1,5.2,6.8,8.4,5.9
Movie Task-summer,subject_7,7,174.2545244,5.8,2.9,2.5,7.5,1.8,2.9,2,5.9,6.2,7.5,3.2,6.8,5.9,3.3
Movie Task-summer,subject_7,7,4.3453386,2.1,2.9,2.5,5.6,2,1.8,2.5,3.9,1,7.2,3.1,2,2.5,5.4
Movie Task-lms,subject_8,12,146.5877092,3.2,7.5,4.4,7,4.4,9.1,5.1,4,2.6,2,3.9,3.6,3,5.6
Movie Task-lms,subject_8,12,164.1134065,7.8,7,4,8.9,7.8,8.3,6.7,3.5,8.3,2.9,1.7,7.1,2.5,4.1
Movie Task-lms,subject_8,12,118.894862,8,7,8.6,2,7.6,10,6.7,5.3,6.7,3.4,7.6,3.8,2.8,2
Movie Task-lms,subject_8,12,113.1890324,7.5,8,8.1,7.9,10,8.8,3.6,2.6,2.9,7.4,9.2,7.5,6,7.5
Movie Task-lms,subject_8,12,146.0995074,7.9,8.2,3.2,7.2,3,8.4,8.4,3.2,2.7,4,8.9,6.7,3.9,1.1
Movie Task-lms,subject_8,12,5.8260847,8.2,5.1,2.7,3,4.2,7.4,2,8,2,7.8,2.6,3,3.3,7.4
Movie Task-summer,subject_8,9,96.8804797,7.3,7.8,6.4,2.6,8,6.4,3.1,3.1,3,7,2.2,3.8,2.8,3.8
Movie Task-summer,subject_8,9,159.5428951,8.1,9,4,10,10,7.8,7,2.6,1.3,6.6,3.1,8,7.2,9
Movie Task-summer,subject_8,9,112.939422,9.8,9,5.6,9.9,9.8,8.6,5.5,3.8,1.6,3.5,2.1,8.4,7.8,10
Movie Task-summer,subject_8,9,114.0903021,3.5,1,3,7.3,5,7.5,1,3.1,3.3,1.7,2.7,2.9,1,6.9
Movie Task-summer,subject_8,9,143.2467985,7.6,9,8.6,10,7.5,10,1.4,2.4,1.9,2,3,7.2,1.2,4.2
Movie Task-summer,subject_8,9,4.560025,4.5,1,7.3,4.2,8.5,6.3,1,1,3.5,3.6,2.1,2.2,1,1
Movie Task-c4,subject_8,8,113.816484,2.4,2.3,5.6,8,9.4,2.2,1.9,7.1,2.1,5,4.2,2.7,1,1.6
Movie Task-c4,subject_8,8,113.339846,3,6.4,2.3,3,7.2,3.7,1.8,3,8.3,2,2.4,3.5,2.8,2.4
Movie Task-c4,subject_8,8,144.7977146,2.8,1.7,2.4,5.7,6.9,2.4,9,2.1,7.6,6.5,1.8,2.1,2.7,2.2
Movie Task-c4,subject_8,8,128.5008497,2.7,3.4,6.8,4.8,4.5,3,2.6,3.4,6.7,3.4,4.1,4.2,2.3,2
Movie Task-c4,subject_8,8,100.0136418,1.1,2.8,3.1,4.8,6.6,5.6,6,6.2,5,2.7,3.2,3,5.2,1.2
Movie Task-c4,subject_8,8,5.2908907,3,3,3.7,6.1,7.2,5.2,4.3,3.6,5.7,4.4,2.3,3.8,3.7,5.4
Movie Task-summer,subject_9,-5,227.7485381,10,8.7,4.6,10,1.6,10,7.3,1,1,3.1,7.5,10,9,10
Movie Task-summer,subject_9,-5,116.4748026,10,8.2,1,8.1,8,10,9,1,1,1,10,10,10,10
Movie Task-summer,subject_9,-5,148.7176697,10,10,10,1,1,10,10,1,7,1,10,10,2.8,10
Movie Task-summer,subject_9,-5,101.9624758,10,10,1,1,5.3,10,1,1,1,1,10,10,8,4.4
Movie Task-summer,subject_9,-5,161.6946067,10,10,7.8,5.1,10,10,7.5,3.7,1,4.8,3.4,8.5,8.4,2.2
Movie Task-summer,subject_9,-5,14.7395317,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Movie Task-c4,subject_9,-10,202.2010581,10,1,1,10,10,10,1,1,1,1,10,10,10,5
Movie Task-c4,subject_9,-10,59.7302739,10,9.5,1,10,10,5.2,1,1,1,1,10,10,10,3.2
Movie Task-c4,subject_9,-10,99.2949701,10,10,7.5,10,1,10,10,1,1,1,5.1,10,10,5
Movie Task-c4,subject_9,-10,187.0482771,10,10,5.4,10,10,10,10,1,1,1,10,10,10,1.4
Movie Task-c4,subject_9,-10,68.3702956,10,4.7,4.8,10,1,10,8.3,1,1,1,10,10,10,2
Movie Task-c4,subject_9,-10,6.0739256,10,8.1,4.8,10,1,5.2,8.5,1,1,1,10,10,10,3
Movie Task-lms,subject_9,-13,162.8997133,10,10,1,1,1,10,1,1,1,1,10,10,5.7,9.3
Movie Task-lms,subject_9,-13,186.4639794,10,10,1,5.5,8.4,10,8.6,1,1,1,10,10,10,10
Movie Task-lms,subject_9,-13,113.0404097,6.9,10,8.7,1,1,3.2,10,1,1,1,10,10,10,10
Movie Task-lms,subject_9,-13,128.1189221,10,10,1,4.4,10,10,10,1,1,1,10,10,10,7.9
Movie Task-lms,subject_9,-13,127.734477,10,10,1,5.6,5.8,10,10,1,1,1,10,10,10,10
Movie Task-lms,subject_9,-13,7.1655351,1,10,1,1,1,10,10,1,1,1,10,1,10,4.7
Movie Task-summer,subject_10,9,213.259786,3,8.7,8.6,10,3.1,4.8,8,2,4.4,7,1.8,6.4,8.7,3.5
Movie Task-summer,subject_10,9,63.0504921,3.7,2.5,8,10,6.1,4.3,1,2,5.5,3.2,7.8,5.1,8.4,5
Movie Task-summer,subject_10,9,101.5469598,4.2,9.3,5.5,10,9.4,9.5,1,3.1,6.1,2.8,6.8,9.2,10,8
Movie Task-summer,subject_10,9,189.7324092,3.7,7,1.9,4.8,1,4.1,1,2,5,1,5,6.1,1,6.4
Movie Task-summer,subject_10,9,68.2538626,2,3.5,2.7,3.5,1,3.7,2.4,1,5,2.1,5,1.8,1,5.1
Movie Task-summer,subject_10,9,5.5595706,1.4,8,1.4,1.4,1.3,4,1,1,9,1,5.1,1.8,1,6
Movie Task-c4,subject_10,5,106.69497,3.7,6.3,1,10,5.5,7.4,2.7,2.3,7.6,6.4,2.6,5.1,6.1,10
Movie Task-c4,subject_10,5,189.6018015,2.2,8,2.9,9,1.5,2.8,7,1.2,9,1.8,5.1,7.1,6.6,8.7
Movie Task-c4,subject_10,5,156.9744043,2,8.6,5.6,10,2.9,3,6.2,2,8.9,6,3.5,7.4,6.4,9.1
Movie Task-c4,subject_10,5,128.9514427,1.9,7.9,1,8.4,2.6,2.1,6.3,1,9.5,2,5.4,3.3,7.6,8.7
Movie Task-c4,subject_10,5,118.4605534,2.2,7.6,1,10,2.3,3.8,7.3,1,9.5,4.3,5.1,4.5,8.8,9
Movie Task-c4,subject_10,5,7.3801607,1.6,7.5,1.7,9.8,2.7,2.5,7,1.4,9.8,4.3,5.1,4.2,9,9.7
Movie Task-lms,subject_10,10,117.062837,2,6.2,3,8.2,2.8,3.3,3.1,2.2,8.8,2.3,5,4.4,6.5,7.8
Movie Task-lms,subject_10,10,112.3717692,3.6,8.3,8.3,9.8,3.2,4.7,4.3,2,6.2,4.1,8.3,5.9,9,2.8
Movie Task-lms,subject_10,10,142.1796397,2,8,8,8,4,3.6,5,2.1,8,4,7.8,7,7.6,3.5
Movie Task-lms,subject_10,10,126.3832443,1.5,6.5,5.7,8,1.9,1.5,4.7,1.5,4.6,5,6.2,6.2,4.1,8.3
Movie Task-lms,subject_10,10,97.2767193,6.3,5.9,8.7,8.4,2.3,6.2,4,6,8.5,6.6,4,7.1,8.1,4.7
Movie Task-lms,subject_10,10,3.8578942,8.2,6.5,7.8,10,2.1,3.9,2.8,4,6.4,6.6,3.9,6.5,7.9,3.9
Movie Task-lms,subject_11,-10,220.5137954,5.3,7.3,3.6,8.5,8.2,4.5,7.5,2.3,1.8,4.9,5.6,6.5,4.7,3.1
Movie Task-lms,subject_11,-10,119.8619321,6.2,6.5,6.7,7.4,7.8,4.7,7.9,3,2.3,4.8,6.4,6,6.1,6.2
Movie Task-lms,subject_11,-10,143.3974079,3.7,6.7,6.7,6,6.9,3.6,4.5,3.9,2.8,4.4,4.2,2.9,5.9,6.4
Movie Task-lms,subject_11,-10,98.6606105,6.6,6,4.8,5.3,5.4,4.7,5,7,6.5,4.9,6.4,6.4,7.4,5.7
Movie Task-lms,subject_11,-10,157.7919491,6.5,7,7.1,6.9,6.2,4.6,6.9,6.8,6.5,6,4.9,6.3,6.8,5.8
Movie Task-lms,subject_11,-10,9.9892837,1.8,1.9,2.2,1.3,1.7,1.6,2.6,1.5,1.9,2,5,1,2.3,5
Movie Task-c4,subject_11,14,166.6512086,5.7,6.3,7.7,6.7,4.1,4.5,6,6.6,4.8,5.7,4.5,5.8,7.1,4.9
Movie Task-c4,subject_11,14,68.5544597,4.7,7.1,5.8,4.4,5.2,6,7,5.9,4.5,5.2,5.8,5.8,5.7,5.3
Movie Task-c4,subject_11,14,221.0746632,6.4,6.4,6,5,6.5,4.9,6.5,5.8,4.4,5.9,6.2,6.7,6.2,4.8
Movie Task-c4,subject_11,14,75.8944878,6.5,7.5,5.5,4.9,4.7,5.6,5.8,6.2,4.9,6.3,5.6,6.1,5.8,5.7
Movie Task-c4,subject_11,14,126.617339,6.2,7,5.6,4.5,4.4,6.5,6.9,6.3,6.5,6.2,3.1,6.2,6.5,5.5
Movie Task-c4,subject_11,14,7.2311912,7.1,7.1,5.4,6.5,3.9,7.1,7.1,5.9,6.3,4.5,5.4,4.5,4.7,5.5
Movie Task-summer,subject_11,-5,164.5330733,6.6,7.2,5.9,5.4,5.7,6,6.8,4.5,4.6,5.4,5.4,7,6,7.5
Movie Task-summer,subject_11,-5,157.8245745,7,6.5,6.1,6.2,6.6,5.2,6.8,3.4,5.3,4,4.7,5.9,6,7.5
Movie Task-summer,subject_11,-5,122.5141858,6.3,7.8,5.1,5.5,3.8,5.9,6.4,4,3.7,4.5,4,4.3,5.8,8.2
Movie Task-summer,subject_11,-5,127.4162954,5.8,5.8,6.5,5.7,6.7,4.6,6,3.5,3.4,5.4,4.7,5.9,6,7.6
Movie Task-summer,subject_11,-5,127.4845302,6,6.5,6.9,5.5,6,6.1,5.9,3.7,4.2,6.4,6.4,5.7,5.5,7
Movie Task-summer,subject_11,-5,6.5676186,5.2,4.9,6.3,4.1,4,6,4.7,6.7,5.5,4.1,5,5.7,5.2,6.3
Movie Task-c4,subject_12,15,179.7434747,7.1,3.6,6.6,6.4,5.1,9.5,7.2,6.3,2.8,6.5,4.8,8,2.3,3
Movie Task-c4,subject_12,15,133.1217342,6.5,6.7,3,10,7.7,8.6,5,3,4.2,3.8,7.6,7.2,3.8,3.2
Movie Task-c4,subject_12,15,130.0856495,4.8,6.1,7.6,6.2,4,7,4.8,4.6,3.7,6,4,7.5,4.1,7
Movie Task-c4,subject_12,15,190.3849284,4.8,3.9,4.5,5.2,6,7.3,2.7,6.8,6.2,5.3,6.3,3.6,6,5.2
Movie Task-c4,subject_12,15,55.2610726,10,7.9,3.3,4.9,6.4,5.9,7.3,5.4,6.5,6.5,3.2,3.6,7.5,2
Movie Task-c4,subject_12,15,9.8504212,4.5,8.4,9.9,6,7.1,5.5,6,3.6,6,6.1,4,7.4,3.2,1.5
Movie Task-lms,subject_12,12,159.6985488,10,7,6.4,7,3.5,7,3.6,9.8,6.8,6.2,8,7.7,4,2.3
Movie Task-lms,subject_12,12,71.8732945,9.6,6.8,9.5,7.1,8.2,6.7,8.9,4.1,4.2,5.3,7.4,8.2,9,8.6
Movie Task-lms,subject_12,12,219.2407723,5.6,8,7.5,4,4.2,6.5,8.1,4.5,7.2,2.4,4.3,7.7,7.9,7.2
Movie Task-lms,subject_12,12,71.423621,6,4,8.6,6.5,5.9,8.4,8,8,6.4,8,5,7.3,5,10
Movie Task-lms,subject_12,12,128.4362348,3.4,9,7.6,8.7,3,5.3,8.5,4,3.8,8.3,9.1,6.9,2.3,6.7
Movie Task-lms,subject_12,12,8.9013052,4,5.8,2.7,3.9,3.2,8.3,2.3,6.4,6.9,7.7,6.4,6.6,4.9,9.9
Movie Task-summer,subject_12,14,178.3630454,3.1,5.9,4.7,4,7.4,6.8,3.8,7.5,8.5,1.6,4.8,7.3,7.7,5
Movie Task-summer,subject_12,14,111.7047692,3.5,4.5,7.3,5.6,5.6,4.3,3,7.3,5.3,5.3,8,8.8,6.5,9
Movie Task-summer,subject_12,14,99.8970911,6.6,5.3,7.5,6.7,7.3,4.6,6.3,5.9,7.3,3.2,5.5,7.6,4.5,4.6
Movie Task-summer,subject_12,14,143.0142302,3.1,4.7,7.9,6,3.8,4.2,4.7,7.3,5.8,7.9,7.3,3.7,9.2,6.8
Movie Task-summer,subject_12,14,98.7949162,3.1,7.9,6.8,3.9,6.9,7,3.6,5.5,3.9,7.4,5.8,7.2,7.3,4.8
Movie Task-summer,subject_12,14,6.0941461,7.5,5.2,6.8,4.7,6.7,5.1,7.4,7,6.5,5.2,3.6,4.5,4.2,5.3
Movie Task-lms,subject_13,-9,143.7977127,3,3,3,3,4,9,4,3,3,5,5,6,2,5
Movie Task-lms,subject_13,-9,210.4177013,6,8.1,2,7,7.5,9,2,3.5,2,6,5,6,3.2,4.5
Movie Task-lms,subject_13,-9,85.3187541,7,10,3,3.5,6.7,10,10,4,3,5,7.4,9.1,2.5,10
Movie Task-lms,subject_13,-9,74.1591978,6,8.3,3,3.4,3.5,8.7,7.8,2.5,2.3,9,3.5,2,2.4,8.3
Movie Task-lms,subject_13,-9,179.7261017,3.3,9.1,5,9.1,9.3,5.6,2.9,3.5,3,7,5.3,6.5,3.4,4.9
Movie Task-lms,subject_13,-9,16.9742132,3,9,2.5,9,7,5.5,2.5,2.9,1.8,5.2,3.8,4,3.2,5.2
Movie Task-summer,subject_13,-9,177.4781236,4.3,9,3.3,8.4,5.6,6.8,2.8,2.5,2.7,5.5,6.4,5.3,3.4,3.6
Movie Task-summer,subject_13,-9,146.5995956,3.1,8.3,2.9,7.9,8.8,7,3,3.3,2.5,5,4,6.9,3,7.2
Movie Task-summer,subject_13,-9,113.7902764,7.1,8.5,2,7,7.1,7.9,5,3,2.5,8,5.5,7.7,2.4,9
Movie Task-summer,subject_13,-9,104.5994896,7.5,10,8.4,6.1,5.3,7,2,2.1,3.9,5.4,4.5,2,5.5,8
Movie Task-summer,subject_13,-9,190.1868289,5.6,9.4,1.8,8.2,7.7,8.1,2,2.3,2.6,4.7,2.8,7.7,2.6,3.1
